id_logement,appareil_suivi,type,conso_an1_kwh,conso_an2_kwh
106,Audio_TV,Barre De Son,1.7,
302,Audio_TV,Barre De Son,22.2,16.7
311,Audio_TV,Barre De Son,14.7,13.0
410,Audio_TV,Barre De Son,7.8,7.8
608,Audio_TV,Barre De Son,7.9,7.5
808,Audio_TV,Barre De Son,0.8,
302,Audio_TV,Barre De Son 2,6.4,6.9
202,Audio_TV,Home Cinéma,10.0,14.0
209,Audio_TV,Home Cinéma,0.5,0.0
402,Audio_TV,Home Cinéma,18.7,1.2
405,Audio_TV,Home Cinéma,6.6,0.3
602,Audio_TV,Home Cinéma,1.1,1.1
1010,Audio_TV,Home Cinéma,59.3,115.6
121,Audio_TV,Barre De Son,,8.3
122,Audio_TV,Barre De Son,,21.0
823,Audio_TV,Barre De Son,,16.3
721,Audio_TV,Home Cinéma,,3.2
108,Bouilloires,,20.8,
201,Bouilloires,,1.6,
205,Bouilloires,,82.7,88.7
206,Bouilloires,,72.9,77.0
207,Bouilloires,,56.0,43.2
208,Bouilloires,,9.8,
210,Bouilloires,,96.2,99.1
301,Bouilloires,,15.1,16.5
303,Bouilloires,,43.9,41.7
309,Bouilloires,,40.9,33.9
310,Bouilloires,,45.2,52.5
311,Bouilloires,,34.2,42.5
401,Bouilloires,,33.5,
406,Bouilloires,,50.3,65.0
409,Bouilloires,,41.9,49.0
410,Bouilloires,,45.6,89.8
502,Bouilloires,,50.7,62.8
504,Bouilloires,,26.4,11.4
506,Bouilloires,,6.6,9.1
508,Bouilloires,,29.1,35.8
510,Bouilloires,,44.2,47.2
603,Bouilloires,,60.0,10.4
605,Bouilloires,,29.1,48.6
607,Bouilloires,,53.3,16.1
706,Bouilloires,,59.7,53.2
707,Bouilloires,,14.2,24.2
708,Bouilloires,,30.0,
802,Bouilloires,,0.4,
803,Bouilloires,,88.7,97.2
804,Bouilloires,,16.6,17.3
805,Bouilloires,,119.4,134.4
809,Bouilloires,,68.4,
909,Bouilloires,,103.4,85.0
911,Bouilloires,,66.4,49.7
1001,Bouilloires,,113.3,63.4
1002,Bouilloires,,59.5,66.2
1004,Bouilloires,,63.7,59.1
1005,Bouilloires,,36.8,45.9
1007,Bouilloires,,86.2,47.5
1011,Bouilloires,,62.2,51.8
101,Bouilloires,,,5.3
105,Bouilloires,,,173.5
107,Bouilloires,,,68.9
121,Bouilloires,,,45.1
320,Bouilloires,,,7.0
421,Bouilloires,,,59.4
101,Box Internet,,129.4,135.0
102,Box Internet,,76.8,85.4
103,Box Internet,,78.6,79.0
104,Box Internet,,96.4,
105,Box Internet,,49.6,52.5
106,Box Internet,,258.0,
107,Box Internet,,22.3,
108,Box Internet,,4.9,
109,Box Internet,,147.2,
110,Box Internet,,126.3,117.9
201,Box Internet,,38.3,38.3
202,Box Internet,,83.2,84.7
203,Box Internet,,15.5,17.2
204,Box Internet,,90.3,100.5
205,Box Internet,,95.3,87.3
206,Box Internet,,44.5,128.8
207,Box Internet,,55.4,55.2
208,Box Internet,,27.5,
209,Box Internet,,119.5,133.2
210,Box Internet,,141.9,80.5
301,Box Internet,,145.1,105.9
302,Box Internet,,59.9,54.2
303,Box Internet,,80.0,158.2
304,Box Internet,,66.6,
305,Box Internet,,152.5,145.4
306,Box Internet,,70.9,103.9
307,Box Internet,,72.6,
308,Box Internet,,83.5,83.9
309,Box Internet,,75.9,85.8
310,Box Internet,,22.7,41.6
311,Box Internet,,160.4,128.2
401,Box Internet,,101.7,
402,Box Internet,,30.9,59.3
403,Box Internet,,75.6,69.5
404,Box Internet,,87.4,82.8
405,Box Internet,,102.6,102.9
406,Box Internet,,221.5,114.6
407,Box Internet,,62.0,41.5
408,Box Internet,,71.7,
410,Box Internet,,121.4,98.3
501,Box Internet,,95.5,
502,Box Internet,,104.9,216.4
503,Box Internet,,64.2,67.5
504,Box Internet,,21.6,31.1
505,Box Internet,,76.5,59.2
506,Box Internet,,137.9,147.1
507,Box Internet,,72.4,75.8
508,Box Internet,,87.6,52.6
509,Box Internet,,159.7,
510,Box Internet,,109.0,95.1
601,Box Internet,,81.4,75.3
602,Box Internet,,194.8,149.4
603,Box Internet,,61.7,65.3
604,Box Internet,,204.1,192.3
605,Box Internet,,79.6,91.1
606,Box Internet,,49.4,67.1
607,Box Internet,,111.1,175.5
608,Box Internet,,73.9,78.1
701,Box Internet,,76.4,
702,Box Internet,,62.5,72.5
703,Box Internet,,76.8,78.4
704,Box Internet,,61.0,79.2
705,Box Internet,,146.2,186.2
706,Box Internet,,33.0,95.0
707,Box Internet,,58.5,68.9
708,Box Internet,,79.7,
709,Box Internet,,69.9,73.9
801,Box Internet,,51.4,47.2
802,Box Internet,,150.5,
803,Box Internet,,85.4,93.7
804,Box Internet,,106.9,85.0
805,Box Internet,,70.0,68.3
806,Box Internet,,70.6,70.4
807,Box Internet,,83.3,84.7
808,Box Internet,,151.8,
809,Box Internet,,57.5,
810,Box Internet,,85.2,52.5
902,Box Internet,,93.7,71.1
903,Box Internet,,203.7,89.1
904,Box Internet,,184.9,
905,Box Internet,,208.7,144.9
906,Box Internet,,26.2,
907,Box Internet,,92.0,146.6
908,Box Internet,,163.7,162.9
909,Box Internet,,48.4,20.1
910,Box Internet,,75.2,
911,Box Internet,,70.6,68.3
912,Box Internet,,71.9,75.3
1001,Box Internet,,74.1,212.2
1002,Box Internet,,73.9,80.3
1003,Box Internet,,63.6,80.7
1004,Box Internet,,47.6,48.6
1005,Box Internet,,209.5,209.0
1006,Box Internet,,159.3,163.6
1007,Box Internet,,200.8,215.5
1008,Box Internet,,154.0,
1009,Box Internet,,98.5,94.9
1010,Box Internet,,180.7,179.8
1011,Box Internet,,74.4,76.2
120,Box Internet,,,72.9
121,Box Internet,,,187.3
122,Box Internet,,,80.3
123,Box Internet,,,100.3
320,Box Internet,,,70.5
326,Box Internet,,,68.2
420,Box Internet,,,136.8
421,Box Internet,,,49.1
520,Box Internet,,,86.0
620,Box Internet,,,294.3
720,Box Internet,,,68.3
721,Box Internet,,,73.0
722,Box Internet,,,151.4
820,Box Internet,,,95.7
821,Box Internet,,,73.1
822,Box Internet,,,87.8
823,Box Internet,,,74.9
921,Box Internet,,,69.3
922,Box Internet,,,71.4
101,Box TV,,59.6,63.6
102,Box TV,,90.0,16.4
103,Box TV,,62.8,45.0
105,Box TV,,80.4,86.3
107,Box TV,,36.9,
109,Box TV,,158.8,
201,Box TV,,71.4,49.5
202,Box TV,,108.6,102.8
204,Box TV,,108.6,
204,Box TV,,108.6,
205,Box TV,,22.6,24.3
207,Box TV,,57.4,57.5
209,Box TV,,115.8,99.6
301,Box TV,,70.5,14.1
302,Box TV,,91.3,85.9
303,Box TV,,76.3,106.4
304,Box TV,,36.1,
306,Box TV,,85.4,85.5
307,Box TV,,38.5,
308,Box TV,,113.9,116.5
310,Box TV,,113.9,113.9
311,Box TV,,133.6,127.3
401,Box TV,,125.0,
401,Box TV,,125.0,
403,Box TV,,77.3,111.2
404,Box TV,,88.6,68.0
408,Box TV,,13.9,
410,Box TV,,60.7,38.8
502,Box TV,,130.2,61.5
503,Box TV,,62.6,60.0
506,Box TV,,94.1,68.0
507,Box TV,,92.4,86.7
508,Box TV,,73.5,61.5
509,Box TV,,126.0,
510,Box TV,,113.3,93.4
601,Box TV,,53.8,39.2
602,Box TV,,120.2,116.8
603,Box TV,,71.3,106.1
604,Box TV,,135.3,95.2
605,Box TV,,47.7,44.1
607,Box TV,,57.2,17.9
608,Box TV,,145.8,146.5
701,Box TV,,145.8,
702,Box TV,,46.7,43.7
703,Box TV,,72.4,34.5
704,Box TV,,123.5,122.2
705,Box TV,,18.3,12.8
706,Box TV,,27.6,111.7
707,Box TV,,68.5,67.3
708,Box TV,,86.7,
709,Box TV,,103.4,108.4
801,Box TV,,45.4,28.1
802,Box TV,,132.5,
803,Box TV,,6.0,146.8
804,Box TV,,124.2,141.2
806,Box TV,,54.2,58.7
807,Box TV,,109.0,112.4
902,Box TV,,111.5,34.8
903,Box TV,,103.9,10.9
904,Box TV,,115.3,
905,Box TV,,127.4,142.6
907,Box TV,,88.0,56.1
908,Box TV,,90.4,91.2
910,Box TV,,59.5,
911,Box TV,,114.0,135.6
912,Box TV,,29.8,12.5
1001,Box TV,,82.3,61.6
1002,Box TV,,158.7,179.2
1003,Box TV,,32.1,36.4
1005,Box TV,,116.1,111.9
1006,Box TV,,39.4,30.7
1007,Box TV,,40.1,
1008,Box TV,,120.4,
1010,Box TV,,107.0,91.7
1011,Box TV,,139.1,96.2
121,Box TV,,,9.7
122,Box TV,,,132.9
123,Box TV,,,106.1
320,Box TV,,,40.0
326,Box TV,,,45.2
402,Box TV,,,18.4
420,Box TV,,,96.2
421,Box TV,,,110.7
720,Box TV,,,86.6
721,Box TV,,,99.4
722,Box TV,,,155.4
820,Box TV,,,75.3
822,Box TV,,,151.5
823,Box TV,,,21.9
921,Box TV,,,59.4
921,Box TV,,,40.8
922,Box TV,,,124.0
101,Cafetière_expresso,,21.2,10.3
102,Cafetière_expresso,,29.1,15.7
104,Cafetière_expresso,,16.2,
105,Cafetière_expresso,,16.6,10.0
107,Cafetière_expresso,,52.1,
108,Cafetière_expresso,,31.3,
109,Cafetière_expresso,,9.1,
110,Cafetière_expresso,,9.2,6.5
209,Cafetière_expresso,,6.3,5.1
305,Cafetière_expresso,,14.3,20.6
307,Cafetière_expresso,,34.1,
311,Cafetière_expresso,,25.8,28.2
406,Cafetière_expresso,,25.5,24.5
503,Cafetière_expresso,,13.6,13.6
510,Cafetière_expresso,,6.6,6.2
602,Cafetière_expresso,,33.5,34.1
603,Cafetière_expresso,,6.4,22.4
605,Cafetière_expresso,,37.0,46.1
607,Cafetière_expresso,,33.3,73.6
701,Cafetière_expresso,,10.3,
702,Cafetière_expresso,,32.1,25.7
704,Cafetière_expresso,,17.9,22.1
801,Cafetière_expresso,,28.3,22.2
804,Cafetière_expresso,,20.7,28.5
806,Cafetière_expresso,,56.4,70.5
807,Cafetière_expresso,,10.9,14.8
810,Cafetière_expresso,,24.0,
902,Cafetière_expresso,,82.1,76.6
911,Cafetière_expresso,,19.9,23.3
912,Cafetière_expresso,,57.0,71.3
1004,Cafetière_expresso,,24.1,16.2
1006,Cafetière_expresso,,16.3,29.9
1007,Cafetière_expresso,,4.7,4.7
1010,Cafetière_expresso,,8.9,10.1
303,Cafetière_expresso,,,14.0
705,Cafetière_expresso,,,5.2
721,Cafetière_expresso,,,14.4
722,Cafetière_expresso,,,3.9
820,Cafetière_expresso,,,14.5
823,Cafetière_expresso,,,6.0
707,Cafetière_expresso,,,16.6
201,Cafetière_filtre,,19.8,19.8
202,Cafetière_filtre,,48.6,59.7
204,Cafetière_filtre,,39.2,47.6
208,Cafetière_filtre,,34.5,
209,Cafetière_filtre,,36.7,31.2
301,Cafetière_filtre,,73.7,90.7
302,Cafetière_filtre,,10.2,9.9
306,Cafetière_filtre,,66.1,67.3
308,Cafetière_filtre,,16.2,12.0
403,Cafetière_filtre,,16.8,5.8
410,Cafetière_filtre,,58.4,22.8
706,Cafetière_filtre,,45.3,37.9
707,Cafetière_filtre,,20.6,15.5
709,Cafetière_filtre,,3.8,8.6
1003,Cafetière_filtre,,42.8,27.0
120,Cafetière_filtre,,,33.4
326,Cafetière_filtre,,,12.0
508,Cafetière_filtre,,,4.0
620,Cafetière_filtre,,,66.6
720,Cafetière_filtre,,,33.4
803,Cafetière_filtre,,,40.9
304,Cave à vin,,367.9,
311,Cave à vin,,76.0,79.4
406,Cave à vin,,150.4,159.4
502,Cave à vin,,159.9,159.8
607,Cave à vin,,226.2,193.6
1010,Cave à vin,,354.0,349.4
720,Cave à vin,,,505.7
902,Cave à vin,,,353.2
911,Chambre froide,,1404.0,1715.9
1010,Chambre froide,,0.0,0.0
102,Chaudières,GAZ,175.2,216.8
104,Chaudières,GAZ,119.1,
107,Chaudières,GAZ,195.0,83.0
109,Chaudières,GAZ,178.5,
110,Chaudières,GAZ,49.6,52.9
121,Chaudières,GAZ,,375.1
122,Chaudières,GAZ,,81.2
201,Chaudières,FIOUL,96.7,117.4
206,Chaudières,GAZ,589.7,478.1
208,Chaudières,GAZ,50.3,
210,Chaudières,GAZ,364.5,567.2
305,Chaudières,GAZ,226.8,175.5
308,Chaudières,GAZ,62.6,59.4
309,Chaudières,GAZ,93.6,92.7
311,Chaudières,GAZ,123.9,168.2
403,Chaudières,GAZ,273.4,215.5
404,Chaudières,GAZ,287.3,279.2
420,Chaudières,GAZ,,37.2
501,Chaudières,GAZ,81.7,
504,Chaudières,GAZ,88.9,103.8
505,Chaudières,GAZ,83.1,85.0
508,Chaudières,GAZ,235.4,225.5
509,Chaudières,GAZ,86.8,
510,Chaudières,FIOUL,72.6,131.2
601,Chaudières,GAZ,,128.1
603,Chaudières,GAZ,347.2,307.0
604,Chaudières,GAZ,233.2,196.7
605,Chaudières,GAZ,126.6,141.3
607,Chaudières,GAZ,201.5,203.6
608,Chaudières,GAZ,318.6,403.0
620,Chaudières,GAZ,,622.6
701,Chaudières,FIOUL,58.7,
702,Chaudières,GAZ,196.2,199.0
704,Chaudières,FIOUL,371.9,532.8
708,Chaudières,GAZ,55.3,
722,Chaudières,FIOUL,,235.5
802,Chaudières,COGÉ GAZ,-901.5,
822,Chaudières,GAZ,,82.3
903,Chaudières,GAZ,111.9,137.1
904,Chaudières,GAZ,59.3,
911,Chaudières,FIOUL,903.8,784.8
1004,Chaudières,FIOUL,613.3,364.9
1005,Chaudières,GAZ,63.7,69.7
1008,Chaudières,GAZ,190.2,
1009,Chaudières,GAZ,93.4,110.5
101,Chauffage électrique,,293.5,272.4
103,Chauffage électrique,,1053.6,844.4
105,Chauffage électrique,,11.1,5.1
108,Chauffage électrique,,1888.9,
109,Chauffage électrique,,17.6,
110,Chauffage électrique,,150.0,109.8
120,Chauffage électrique,,,211.9
123,Chauffage électrique,,,227.8
201,Chauffage électrique,,32.7,33.2
202,Chauffage électrique,,1884.8,1946.8
203,Chauffage électrique,,2486.1,2265.9
204,Chauffage électrique,,6128.4,6566.1
206,Chauffage électrique,,933.8,616.5
207,Chauffage électrique,,5056.5,4830.2
208,Chauffage électrique,,16.5,
304,Chauffage électrique,,3411.8,
306,Chauffage électrique,,3748.8,2039.1
310,Chauffage électrique,,3456.4,4302.9
320,Chauffage électrique,,,8.0
326,Chauffage électrique,,,3.8
401,Chauffage électrique,,936.2,
402,Chauffage électrique,,2001.4,1336.5
405,Chauffage électrique,,2898.2,89.9
407,Chauffage électrique,,1465.5,863.3
408,Chauffage électrique,,985.9,
409,Chauffage électrique,,968.0,580.2
410,Chauffage électrique,,4992.9,5763.2
420,Chauffage électrique,,,979.4
421,Chauffage électrique,,,38.1
502,Chauffage électrique,,5315.7,5795.2
503,Chauffage électrique,,505.7,336.9
504,Chauffage électrique,,239.7,33.6
505,Chauffage électrique,,2179.4,798.0
506,Chauffage électrique,,288.1,336.7
508,Chauffage électrique,,360.3,19.3
601,Chauffage électrique,,,399.6
604,Chauffage électrique,,60.2,59.1
605,Chauffage électrique,,102.0,412.9
606,Chauffage électrique,,60.8,9.8
607,Chauffage électrique,,762.1,993.9
608,Chauffage électrique,,59.5,61.8
701,Chauffage électrique,,5827.5,
702,Chauffage électrique,,13.7,8.9
703,Chauffage électrique,,4856.6,5035.8
705,Chauffage électrique,,2171.1,4593.3
706,Chauffage électrique,,2541.4,4729.4
707,Chauffage électrique,,2973.6,2887.7
709,Chauffage électrique,,623.6,607.7
720,Chauffage électrique,,,1243.3
721,Chauffage électrique,,,3363.0
722,Chauffage électrique,,,31.9
801,Chauffage électrique,,2104.5,2188.1
803,Chauffage électrique,,3229.1,4360.8
804,Chauffage électrique,,6699.9,6645.7
805,Chauffage électrique,,559.9,692.0
806,Chauffage électrique,,2510.5,3358.8
807,Chauffage électrique,,49.4,124.7
808,Chauffage électrique,,12159.7,
809,Chauffage électrique,,2406.8,
810,Chauffage électrique,,1561.8,6111.4
820,Chauffage électrique,,,17.3
822,Chauffage électrique,,,420.0
823,Chauffage électrique,,,145.9
902,Chauffage électrique,,1582.5,1936.7
904,Chauffage électrique,,54.3,
905,Chauffage électrique,,60.9,131.1
906,Chauffage électrique,,5343.9,
908,Chauffage électrique,,66.3,57.7
909,Chauffage électrique,,3.5,5.6
910,Chauffage électrique,,1971.7,
911,Chauffage électrique,,1112.6,851.1
912,Chauffage électrique,,8558.6,7861.9
921,Chauffage électrique,,,5202.5
922,Chauffage électrique,,,31.5
1001,Chauffage électrique,,1380.8,1935.8
1002,Chauffage électrique,,3677.8,4744.9
1003,Chauffage électrique,,232.2,170.4
1004,Chauffage électrique,,48.5,
1005,Chauffage électrique,,645.2,26.1
1006,Chauffage électrique,,103.6,774.6
1007,Chauffage électrique,,,123.4
1009,Chauffage électrique,,1317.8,889.5
1010,Chauffage électrique,,2035.5,3581.6
1011,Chauffage électrique,,76.7,1013.5
902,Clim_fixe,,784.0,785.6
803,Clim_fixe,,597.0,692.5
505,Clim_fixe,,164.2,189.7
1011,Clim_fixe,,,176.5
1005,Clim_fixe,,42.8,40.4
410,Clim_fixe,,0.0,0.0
906,Clim_fixe,,284.3,
910,Clim_fixe,,200.4,
1001,Clim_fixe,,94.0,
802,Clim_mob_rafraich_Déshum,CLIMATISEUR SUR PRISE,386.8,
709,Clim_mob_rafraich_Déshum,CLIMATISEUR SUR PRISE,28.6,
310,Clim_mob_rafraich_Déshum,CLIMATISEUR SUR PRISE,6.0,79.9
721,Clim_mob_rafraich_Déshum,CLIMATISEUR SUR PRISE,,674.0
105,Clim_mob_rafraich_Déshum,CLIMATISEUR SUR PRISE,,80.9
602,Clim_mob_rafraich_Déshum,CLIMATISEUR SUR PRISE,,125.9
1006,Clim_mob_rafraich_Déshum,CLIMATISEUR SUR PRISE,,25.4
903,Clim_mob_rafraich_Déshum,CLIMATISEUR SUR PRISE,,85.1
907,Clim_mob_rafraich_Déshum,CLIMATISEUR SUR PRISE,,49.3
102,Clim_mob_rafraich_Déshum,DÉSHUMIDIFCATEUR,1404.8,1377.0
601,Clim_mob_rafraich_Déshum,DÉSHUMIDIFCATEUR,3.8,188.0
421,Clim_mob_rafraich_Déshum,DÉSHUMIDIFCATEUR,,62.8
403,Clim_mob_rafraich_Déshum,RAFRAICHISSEUR SUR PRISE,29.3,0.0
604,Clim_mob_rafraich_Déshum,RAFRAICHISSEUR SUR PRISE,8.4,7.1
1008,Clim_mob_rafraich_Déshum,RAFRAICHISSEUR SUR PRISE,0.0,
101,Congélateur,ARMOIRE,115.9,208.8
202,Congélateur,ARMOIRE,113.3,122.1
203,Congélateur,ARMOIRE,109.1,98.2
205,Congélateur,ARMOIRE,267.4,271.3
206,Congélateur,ARMOIRE,162.2,155.7
208,Congélateur,ARMOIRE,187.2,
208,Congélateur,ARMOIRE,145.5,
209,Congélateur,ARMOIRE,109.0,80.0
210,Congélateur,ARMOIRE,701.1,766.0
303,Congélateur,ARMOIRE,262.7,258.5
308,Congélateur,ARMOIRE,441.5,449.0
311,Congélateur,ARMOIRE,308.2,222.7
401,Congélateur,ARMOIRE,173.6,
405,Congélateur,ARMOIRE,169.2,150.3
406,Congélateur,ARMOIRE,201.3,409.0
407,Congélateur,ARMOIRE,388.0,372.2
503,Congélateur,ARMOIRE,225.0,182.4
505,Congélateur,ARMOIRE,152.8,163.7
601,Congélateur,ARMOIRE,589.8,201.1
604,Congélateur,ARMOIRE,30.8,210.2
607,Congélateur,ARMOIRE,231.3,228.2
701,Congélateur,ARMOIRE,228.2,
705,Congélateur,ARMOIRE,626.9,639.1
708,Congélateur,ARMOIRE,427.0,
803,Congélateur,ARMOIRE,303.3,319.1
804,Congélateur,ARMOIRE,295.0,312.1
808,Congélateur,ARMOIRE,415.0,
809,Congélateur,ARMOIRE,171.5,
809,Congélateur,ARMOIRE,105.2,
902,Congélateur,ARMOIRE,259.6,268.3
907,Congélateur,ARMOIRE,886.3,898.2
1003,Congélateur,ARMOIRE,220.8,206.7
1006,Congélateur,ARMOIRE,235.0,241.6
1007,Congélateur,ARMOIRE,166.8,196.6
1010,Congélateur,ARMOIRE,636.7,521.4
1010,Congélateur,ARMOIRE,237.9,242.3
320,Congélateur,ARMOIRE,,301.7
620,Congélateur,ARMOIRE,,202.9
720,Congélateur,ARMOIRE,,378.6
912,Congélateur,ARMOIRE,,263.1
105,Congélateur,COFFRE,337.0,307.1
201,Congélateur,COFFRE,619.2,533.5
209,Congélateur,COFFRE,142.6,149.9
210,Congélateur,COFFRE,168.1,175.7
403,Congélateur,COFFRE,200.8,230.6
503,Congélateur,COFFRE,418.8,457.8
510,Congélateur,COFFRE,492.0,985.2
602,Congélateur,COFFRE,209.1,232.0
603,Congélateur,COFFRE,107.4,164.6
607,Congélateur,COFFRE,286.2,273.9
709,Congélateur,COFFRE,302.3,337.6
709,Congélateur,COFFRE,194.4,42.2
802,Congélateur,COFFRE,222.6,
809,Congélateur,COFFRE,289.5,
810,Congélateur,COFFRE,644.3,616.2
904,Congélateur,COFFRE,502.4,
906,Congélateur,COFFRE,227.2,
911,Congélateur,COFFRE,223.3,220.4
1010,Congélateur,COFFRE,81.9,168.9
1011,Congélateur,COFFRE,178.7,180.2
722,Congélateur,COFFRE,,152.7
805,Congélateur,COFFRE,,210.9
620,Congélateur,COFFRE,,344.3
805,Congélateur,COFFRE,,292.5
207,Console de jeux,,56.6,68.5
404,Console de jeux,,8.4,77.6
408,Console de jeux,,15.3,
409,Console de jeux,,0.2,
502,Console de jeux,,9.5,10.6
503,Console de jeux,,293.0,113.3
503,Console de jeux,,0.7,15.7
602,Console de jeux,,600.1,340.7
603,Console de jeux,,188.1,145.4
605,Console de jeux,,171.3,120.0
605,Console de jeux,,12.8,12.6
708,Console de jeux,,74.2,
807,Console de jeux,,5.7,5.8
901,Console de jeux,,1.4,1.1
122,Console de jeux,,,34.1
326,Console de jeux,,,0.9
607,Console de jeux,,,25.8
704,Console de jeux,,,4.3
806,Console de jeux,,,2.1
821,Console de jeux,,,124.2
823,Console de jeux,,,120.8
921,Console de jeux,,,11.1
603,Console de jeux,,,4.8
210,Console de jeux,,,158.0
601,Cuisinières,FOUR ÉLECTRIQUE + PLAQUES GAZ,121.7,159.1
101,Cuisinières,FOUR ÉLECTRIQUE + PLAQUES GAZ + 1 PLAQUE ÉLECTRIQUE,110.3,114.0
311,Cuisinières,FOUR ÉLECTRIQUE + PLAQUES GAZ + 1 PLAQUE ÉLECTRIQUE,236.1,247.0
503,Cuisinières,FOUR ÉLECTRIQUE + PLAQUES GAZ + 1 PLAQUE ÉLECTRIQUE,193.7,61.8
302,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,286.3,256.0
303,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,255.8,253.8
304,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,217.2,
405,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,38.3,7.7
409,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,151.4,267.5
504,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,185.5,154.6
506,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,72.6,75.0
507,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,111.2,168.1
606,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,136.9,248.7
708,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,153.6,
907,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,132.6,76.2
1005,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,215.2,228.7
121,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,,37.9
520,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,,135.3
603,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,,212.8
722,Cuisinières,FOUR+PLAQUES ÉLECTRIQUES,,543.3
1004,Divers cuisine,BLENDER,1.2,1.6
208,Divers cuisine,CUISSEUR VAPEUR,18.5,
606,Divers cuisine,CUISSEUR VAPEUR,0.7,0.7
1004,Divers cuisine,CUISSEUR VAPEUR,16.2,18.0
1011,Divers cuisine,CUISSEUR VAPEUR,15.4,21.8
306,Divers cuisine,DESHYDRATEUR,0.0,
809,Divers cuisine,DESHYDRATEUR,38.0,
308,Divers cuisine,FRITEUSE,27.2,20.3
510,Divers cuisine,FRITEUSE,17.8,
801,Divers cuisine,FRITEUSE,12.8,
902,Divers cuisine,FRITEUSE,26.5,2.8
903,Divers cuisine,FRITEUSE,18.9,24.9
201,Divers cuisine,GRILLE PAIN,3.0,3.6
205,Divers cuisine,GRILLE PAIN,3.9,6.7
207,Divers cuisine,GRILLE PAIN,,2.5
420,Divers cuisine,GRILLE PAIN,,0.9
410,Divers cuisine,MACHINE À PAIN,4.2,
204,Divers cuisine,PLANCHA ÉLECTRIQUE,0.0,
307,Divers cuisine,PLANCHA ÉLECTRIQUE,0.0,
922,Divers cuisine,PLANCHA ÉLECTRIQUE,,0.4
209,Divers cuisine,RACLETTE,1.6,1.7
601,Divers cuisine,RICE COOKER,17.8,21.1
907,Divers cuisine,RICE COOKER,4.9,1.6
108,Eau chaude sanitaire,CETI,433.3,
206,Eau chaude sanitaire,CETI,848.8,1005.7
401,Eau chaude sanitaire,CETI,1205.7,
408,Eau chaude sanitaire,CETI,457.0,
902,Eau chaude sanitaire,CETI,803.7,863.5
1007,Eau chaude sanitaire,CETI,762.3,571.3
1011,Eau chaude sanitaire,JOULE / CETI,1990.6,599.8
101,Eau chaude sanitaire,JOULE,889.3,915.4
103,Eau chaude sanitaire,JOULE,1099.0,1271.5
201,Eau chaude sanitaire,JOULE,790.1,702.9
202,Eau chaude sanitaire,JOULE,1406.6,1462.6
202,Eau chaude sanitaire,JOULE,829.8,246.0
203,Eau chaude sanitaire,JOULE,889.8,895.2
204,Eau chaude sanitaire,JOULE,1463.4,1452.0
205,Eau chaude sanitaire,JOULE,1131.0,1145.8
207,Eau chaude sanitaire,JOULE,882.5,951.2
209,Eau chaude sanitaire,JOULE,1344.5,1421.2
304,Eau chaude sanitaire,JOULE,2266.3,
306,Eau chaude sanitaire,JOULE,2029.4,1899.8
310,Eau chaude sanitaire,JOULE,931.5,846.5
402,Eau chaude sanitaire,JOULE,1607.7,1570.3
405,Eau chaude sanitaire,JOULE,532.4,529.9
406,Eau chaude sanitaire,JOULE,2436.4,2245.1
407,Eau chaude sanitaire,JOULE,2514.9,1660.8
409,Eau chaude sanitaire,JOULE,1739.7,1606.5
410,Eau chaude sanitaire,JOULE,777.7,758.7
502,Eau chaude sanitaire,JOULE,1929.7,1852.7
503,Eau chaude sanitaire,JOULE,3344.4,3137.4
506,Eau chaude sanitaire,JOULE,1398.2,1457.1
510,Eau chaude sanitaire,JOULE,2160.4,2153.0
601,Eau chaude sanitaire,JOULE,2710.2,
607,Eau chaude sanitaire,JOULE,4314.0,
703,Eau chaude sanitaire,JOULE,1951.9,2119.4
705,Eau chaude sanitaire,JOULE,2262.5,1686.8
706,Eau chaude sanitaire,JOULE,1694.0,1896.7
707,Eau chaude sanitaire,JOULE,1070.9,1096.6
709,Eau chaude sanitaire,JOULE,2303.6,2674.1
801,Eau chaude sanitaire,JOULE,2820.7,2944.6
805,Eau chaude sanitaire,JOULE,2129.8,2257.2
806,Eau chaude sanitaire,JOULE,1354.8,1520.6
807,Eau chaude sanitaire,JOULE,2331.8,2418.7
808,Eau chaude sanitaire,JOULE,2125.5,
809,Eau chaude sanitaire,JOULE,3518.4,
810,Eau chaude sanitaire,JOULE,2885.9,3766.3
901,Eau chaude sanitaire,JOULE,655.0,659.8
905,Eau chaude sanitaire,JOULE,700.4,645.2
906,Eau chaude sanitaire,JOULE,2222.0,
907,Eau chaude sanitaire,JOULE,696.7,501.5
909,Eau chaude sanitaire,JOULE,1393.7,1277.3
